/real_pose/header/stamp/sec,/real_pose/header/stamp/nanosec,/real_pose/pose/position/x,/real_pose/pose/position/y,/real_pose/pose/position/z,/real_pose/pose/orientation/x,/real_pose/pose/orientation/y,/real_pose/pose/orientation/z,/real_pose/pose/orientation/w,/real_pose/header/frame_id,
1.73244e+09,3.57228e+08,0.00473014,-0.392721,-2.95577e-06,2.90332e-05,-0.00119916,0.0252036,0.999682,world,
1.73244e+09,4.56682e+08,0.00473184,-0.392617,-3.18108e-06,2.75766e-05,-0.00124658,0.0252253,0.999681,world,
1.73244e+09,5.57507e+08,0.00473401,-0.392532,-2.61996e-06,3.4882e-05,-0.00124874,0.0252476,0.99968,world,
1.73244e+09,6.56403e+08,0.00473706,-0.39233,-2.70287e-06,3.25204e-05,-0.00126944,0.0252889,0.999679,world,
1.73244e+09,7.56241e+08,0.00473911,-0.392311,-2.66446e-06,3.25949e-05,-0.00123668,0.0253097,0.999679,world,
1.73244e+09,8.57183e+08,0.0047416,-0.392142,-2.4068e-06,3.55538e-05,-0.00127549,0.0253379,0.999678,world,
1.73244e+09,9.57356e+08,0.004746,-0.392014,-3.11041e-06,2.41061e-05,-0.00120799,0.0253779,0.999677,world,
1.73244e+09,5.67862e+07,0.00474795,-0.391958,-3.39712e-06,2.29798e-05,-0.00123641,0.0253994,0.999677,world,
1.73244e+09,1.56571e+08,0.00475336,-0.391768,1.97748e-06,3.05384e-05,-0.00124755,0.0254459,0.999675,world,
1.73244e+09,2.56492e+08,0.00475627,-0.391674,-2.40902e-06,2.79575e-05,-0.00127351,0.0254734,0.999675,world,
1.73244e+09,3.57091e+08,0.00475706,-0.391571,1.42035e-06,3.24302e-05,-0.00128482,0.0254865,0.999674,world,
1.73244e+09,4.56314e+08,0.00492403,-0.391368,-3.01045e-06,3.05786e-05,-0.00123635,0.0255748,0.999672,world,
1.73244e+09,5.5668e+08,0.00544026,-0.39129,2.09256e-06,3.09617e-05,-0.00125835,0.0256399,0.99967,world,
1.73244e+09,6.56742e+08,0.0083337,-0.391022,2.2243e-06,3.19344e-05,-0.00128169,0.0258435,0.999665,world,
1.73244e+09,7.56555e+08,0.014361,-0.390567,-2.91156e-06,3.01939e-05,-0.00123971,0.0260575,0.99966,world,
1.73244e+09,8.5642e+08,0.0154964,-0.390481,-2.04565e-06,3.49902e-05,-0.00124956,0.0260936,0.999659,world,
1.73244e+09,9.56349e+08,0.0228933,-0.389913,1.61561e-06,3.34208e-05,-0.00128531,0.0261856,0.999656,world,
1.73244e+09,5.61221e+07,0.0280075,-0.389523,-3.43804e-06,2.59536e-05,-0.00123808,0.0262906,0.999654,world,
1.73244e+09,1.57523e+08,0.0308523,-0.389304,2.07006e-06,3.09891e-05,-0.00122318,0.0263289,0.999653,world,
1.73244e+09,2.57174e+08,0.0383651,-0.388722,1.63411e-06,3.37232e-05,-0.00128535,0.0264185,0.99965,world,
1.73244e+09,3.57191e+08,0.0390418,-0.388674,2.10877e-06,3.14784e-05,-0.00122133,0.0264614,0.999649,world,
1.73244e+09,4.57372e+08,0.0441583,-0.388211,-3.05134e-06,9.93512e-06,-0.00029208,0.0263941,0.999652,world,
1.73244e+09,5.56259e+08,0.0455701,-0.387994,1.79279e-06,-2.6389e-05,0.000954749,0.0263384,0.999653,world,
1.73244e+09,6.56573e+08,0.0454498,-0.387917,1.96264e-06,-5.10418e-05,0.00189285,0.0263003,0.999652,world,
1.73244e+09,7.56402e+08,0.0412531,-0.387895,3.59394e-06,-0.000140488,0.0053124,0.0262029,0.999643,world,
1.73244e+09,8.56993e+08,0.0404605,-0.387911,3.89598e-06,-0.000151537,0.00573679,0.0261882,0.999641,world,
1.73244e+09,9.57257e+08,0.03397,-0.38807,5.91817e-06,-0.000208301,0.00791002,0.0261674,0.999626,world,
1.73244e+09,5.62051e+07,0.0284865,-0.388208,5.64217e-06,-0.000201291,0.00764287,0.0261652,0.999628,world,
1.73244e+09,1.56994e+08,0.0252877,-0.388289,4.64207e-06,-0.000173439,0.0065791,0.0261642,0.999636,world,
1.73244e+09,2.5635e+08,0.0176328,-0.388483,-2.89568e-06,-3.72084e-05,0.00145012,0.026162,0.999657,world,
1.73244e+09,3.56887e+08,0.0153475,-0.38854,-3.00195e-06,1.99318e-05,-0.0007355,0.0261613,0.999657,world,
1.73244e+09,4.57572e+08,0.0100441,-0.388659,1.90724e-06,3.21406e-05,-0.0012776,0.026119,0.999658,world,
1.73244e+09,5.56665e+08,0.00263102,-0.38884,-3.4227e-06,2.83134e-05,-0.00128695,0.0260609,0.99966,world,
1.73244e+09,6.56916e+08,0.00115089,-0.388874,1.72237e-06,3.02002e-05,-0.00121046,0.0260325,0.99966,world,
1.73244e+09,7.56728e+08,-0.00523663,-0.389029,1.67492e-06,3.08393e-05,-0.00122422,0.0259794,0.999662,world,
1.73244e+09,8.56634e+08,-0.0104838,-0.389157,1.82325e-06,3.05318e-05,-0.0012257,0.0259484,0.999663,world,
1.73244e+09,9.57555e+08,-0.0127651,-0.389211,1.60705e-06,3.07748e-05,-0.00124279,0.0259244,0.999663,world,
1.73244e+09,5.72179e+07,-0.0202956,-0.389391,1.82179e-06,3.16007e-05,-0.00127048,0.0258727,0.999664,world,
1.73244e+09,1.56895e+08,-0.0245152,-0.389491,-3.71172e-06,3.42735e-05,-0.0012149,0.0258234,0.999666,world,
1.73244e+09,2.5629e+08,-0.0277126,-0.389569,-3.04113e-06,3.4877e-05,-0.00124858,0.0258192,0.999666,world,
1.73244e+09,3.57403e+08,-0.0351236,-0.389746,1.79626e-06,2.99454e-05,-0.00121186,0.025758,0.999667,world,
1.73244e+09,4.56813e+08,-0.0378603,-0.389811,1.68899e-06,2.97863e-05,-0.00121079,0.0257299,0.999668,world,
1.73244e+09,5.57605e+08,-0.0426508,-0.389925,1.76842e-06,2.91127e-05,-0.00118202,0.0256968,0.999669,world,
1.73244e+09,6.56378e+08,-0.0501839,-0.390106,1.40682e-06,3.09245e-05,-0.00128412,0.0256644,0.99967,world,
1.73244e+09,7.56425e+08,-0.0501839,-0.390106,1.40682e-06,3.09245e-05,-0.00128412,0.0256644,0.99967,world,
1.73244e+09,8.57076e+08,-0.057711,-0.390284,1.88846e-06,3.1225e-05,-0.00126742,0.025608,0.999671,world,
1.73244e+09,9.56243e+08,-0.0624979,-0.390395,1.66127e-06,2.9937e-05,-0.00122583,0.0255528,0.999673,world,
1.73244e+09,5.74835e+07,-0.0654654,-0.390465,1.42815e-06,3.06289e-05,-0.00126645,0.0255364,0.999673,world,
1.73244e+09,1.56896e+08,-0.0732228,-0.390646,1.66643e-06,3.03625e-05,-0.00125109,0.0254775,0.999675,world,
1.73244e+09,2.57145e+08,-0.0735647,-0.390654,-2.32407e-06,3.96651e-05,-0.00124234,0.0254744,0.999675,world,
1.73244e+09,3.56988e+08,-0.0816655,-0.390839,1.61957e-06,3.02472e-05,-0.00124725,0.0254037,0.999676,world,
1.73244e+09,4.56239e+08,-0.0858893,-0.390936,-2.57523e-06,4.28021e-05,-0.00126104,0.0253784,0.999677,world,
1.73244e+09,5.57377e+08,-0.0890826,-0.391006,-3.07543e-06,3.49801e-05,-0.00112126,0.0253547,0.999678,world,
1.73244e+09,6.56835e+08,-0.0964967,-0.391178,1.71403e-06,2.97859e-05,-0.00122141,0.0253018,0.999679,world,
1.73244e+09,7.56538e+08,-0.0986659,-0.391229,-3.29726e-06,3.06487e-05,-0.0012313,0.0252987,0.999679,world,
1.73244e+09,8.56867e+08,-0.104026,-0.391351,1.54342e-06,2.9947e-05,-0.00124737,0.0252487,0.99968,world,
1.73244e+09,9.56543e+08,-0.111214,-0.391517,-2.84509e-06,2.9927e-05,-0.00125761,0.0252112,0.999681,world,
1.73244e+09,5.70327e+07,-0.112579,-0.391546,-2.4389e-06,3.22066e-05,-0.00122268,0.025185,0.999682,world,
1.73244e+09,1.57168e+08,-0.119766,-0.39171,1.54987e-06,2.97974e-05,-0.00124703,0.0251345,0.999683,world,
1.73244e+09,2.56458e+08,-0.123418,-0.391793,1.5694e-06,3.02483e-05,-0.00126465,0.0251141,0.999684,world,
1.73244e+09,3.57403e+08,-0.127182,-0.391878,-2.58132e-06,3.42082e-05,-0.00127479,0.0250917,0.999684,world,
1.73244e+09,4.56454e+08,-0.135052,-0.392055,1.57278e-06,2.96883e-05,-0.00124918,0.0250284,0.999686,world,
1.73244e+09,5.56251e+08,-0.136991,-0.392099,-2.6462e-06,2.9915e-05,-0.00120904,0.0250195,0.999686,world,
1.73244e+09,6.57549e+08,-0.142464,-0.392221,-3.39895e-06,2.92852e-05,-0.00119093,0.0249689,0.999688,world,
1.73244e+09,7.57317e+08,-0.149652,-0.392382,1.48745e-06,2.96363e-05,-0.00125426,0.0249216,0.999689,world,
1.73244e+09,8.57505e+08,-0.150792,-0.392407,1.81849e-06,2.91897e-05,-0.00122241,0.0249143,0.999689,world,
1.73244e+09,9.56656e+08,-0.158322,-0.392572,1.32302e-06,2.96673e-05,-0.00125479,0.024853,0.99969,world,
1.73244e+09,5.66374e+07,-0.16323,-0.39268,-3.37103e-06,2.00535e-05,-0.00122484,0.0248229,0.999691,world,
1.73244e+09,1.57178e+08,-0.165738,-0.392732,-3.46053e-06,3.31486e-05,-0.00117384,0.0247986,0.999692,world,
1.73244e+09,2.57003e+08,-0.173156,-0.392896,1.70824e-06,2.92293e-05,-0.001234,0.0247522,0.999693,world,
1.73244e+09,3.56118e+08,-0.174869,-0.392934,-2.57151e-06,3.97922e-05,-0.00128084,0.0247516,0.999693,world,
1.73244e+09,4.56842e+08,-0.180684,-0.39306,1.80793e-06,2.87557e-05,-0.00121706,0.0246992,0.999694,world,
1.73244e+09,5.56702e+08,-0.18639,-0.393185,1.86647e-06,2.98273e-05,-0.00125932,0.0246711,0.999695,world,
1.73244e+09,6.57558e+08,-0.188212,-0.393224,1.7557e-06,2.84019e-05,-0.00120537,0.0246445,0.999696,world,
1.73244e+09,7.56737e+08,-0.19654,-0.393405,-2.50588e-06,3.29643e-05,-0.00122245,0.0245882,0.999697,world,
1.73244e+09,8.5618e+08,-0.198824,-0.393455,-2.6856e-06,3.40142e-05,-0.00126897,0.024587,0.999697,world,
1.73244e+09,9.57152e+08,-0.204752,-0.393582,-3.21875e-06,2.86375e-05,-0.00116203,0.0245315,0.999698,world,
1.73244e+09,5.67347e+07,-0.211029,-0.393718,1.86379e-06,2.73964e-05,-0.00116858,0.0245026,0.999699,world,
1.73244e+09,1.57575e+08,-0.212172,-0.393744,1.88361e-06,2.94429e-05,-0.00125186,0.0245023,0.999699,world,
1.73244e+09,2.57279e+08,-0.219583,-0.393902,-2.89891e-06,2.86181e-05,-0.00116949,0.0244448,0.9997,world,
1.73244e+09,3.56274e+08,-0.224833,-0.394015,-2.65692e-06,3.29965e-05,-0.00128039,0.0244197,0.999701,world,
1.73244e+09,4.5732e+08,-0.226997,-0.39406,1.84509e-06,2.76386e-05,-0.00118414,0.024393,0.999702,world,
1.73244e+09,5.5681e+08,-0.234412,-0.394218,-3.73676e-06,2.20628e-05,-0.00123615,0.0243438,0.999703,world,
1.73244e+09,6.56733e+08,-0.237833,-0.394289,-3.1704e-06,2.88159e-05,-0.00115106,0.0243167,0.999704,world,
1.73244e+09,7.57287e+08,-0.241825,-0.394374,1.79763e-06,2.75322e-05,-0.00118654,0.0242887,0.999704,world,
1.73244e+09,8.5668e+08,-0.249924,-0.394544,-3.50615e-06,2.55894e-05,-0.00120281,0.0242342,0.999706,world,
1.73244e+09,9.56795e+08,-0.251638,-0.394581,1.88194e-06,2.82359e-05,-0.0012159,0.0242338,0.999706,world,
1.73244e+09,5.70905e+07,-0.257344,-0.394701,1.47389e-06,2.92946e-05,-0.00128439,0.0242007,0.999706,world,
1.73244e+09,1.56172e+08,-0.263843,-0.394836,-3.40967e-06,2.77241e-05,-0.00121854,0.0241557,0.999707,world,
1.73244e+09,2.57186e+08,-0.264985,-0.39486,-2.28587e-06,3.31712e-05,-0.00127563,0.0241498,0.999708,world,
1.73244e+09,3.57457e+08,-0.272396,-0.395012,1.7039e-06,2.80114e-05,-0.00120691,0.0240821,0.999709,world,
1.73244e+09,4.56988e+08,-0.277415,-0.395117,1.79143e-06,2.71395e-05,-0.00118126,0.0240522,0.99971,world,
1.73244e+09,5.57229e+08,-0.279815,-0.395167,-2.93072e-06,2.82346e-05,-0.00122197,0.0240519,0.99971,world,
1.73244e+09,6.5731e+08,-0.287112,-0.395317,-2.98853e-06,2.68985e-05,-0.00113904,0.0239957,0.999711,world,
1.73244e+09,7.5635e+08,-0.291333,-0.395405,1.80314e-06,2.69182e-05,-0.00117602,0.0239673,0.999712,world,
1.73244e+09,8.57382e+08,-0.294532,-0.395471,1.88979e-06,2.95139e-05,-0.00128293,0.0239668,0.999712,world,
1.73244e+09,9.56264e+08,-0.301942,-0.395623,-2.91367e-06,2.56896e-05,-0.00112231,0.0239099,0.999713,world,
1.73244e+09,5.61494e+07,-0.303771,-0.395661,-2.95049e-06,2.67554e-05,-0.0011673,0.0239098,0.999713,world,
1.73244e+09,1.57057e+08,-0.309358,-0.395775,1.59368e-06,2.82317e-05,-0.00124207,0.0238627,0.999714,world,
1.73244e+09,2.56322e+08,-0.316089,-0.395912,-2.62914e-06,3.21261e-05,-0.0012452,0.0238303,0.999715,world,
1.73244e+09,3.57474e+08,-0.317115,-0.395932,1.58946e-06,2.81374e-05,-0.00124775,0.0238149,0.999716,world,
1.73244e+09,4.56706e+08,-0.324646,-0.396084,1.40634e-06,2.86963e-05,-0.00128421,0.0237754,0.999716,world,
1.73244e+09,5.56405e+08,-0.329206,-0.396175,1.65561e-06,2.75478e-05,-0.0012171,0.0237321,0.999718,world,
1.73244e+09,6.56277e+08,-0.332062,-0.396233,-2.82922e-06,3.2538e-05,-0.00127522,0.0237303,0.999718,world,
1.73244e+09,7.56613e+08,-0.339703,-0.396384,1.45313e-06,2.8266e-05,-0.00126644,0.0236689,0.999719,world,
1.73244e+09,8.5625e+08,-0.341984,-0.396429,1.87346e-06,2.77404e-05,-0.00122461,0.0236572,0.999719,world,
1.73244e+09,9.56695e+08,-0.347573,-0.39654,-2.3493e-06,2.78487e-05,-0.00124084,0.0236139,0.99972,world,
1.73244e+09,5.62941e+07,-0.353505,-0.396658,-3.11506e-06,2.45355e-05,-0.00117324,0.0235817,0.999721,world,
1.73244e+09,1.56933e+08,-0.355105,-0.39669,-2.9007e-06,3.0658e-05,-0.00127503,0.0235815,0.999721,world,
1.73244e+09,2.57394e+08,-0.362858,-0.396842,-3.66784e-06,2.72066e-05,-0.00125186,0.0235173,0.999723,world,
1.73244e+09,3.56187e+08,-0.366283,-0.39691,-2.88978e-06,2.84813e-05,-0.00123818,0.0235081,0.999723,world,
1.73244e+09,4.56757e+08,-0.370389,-0.39699,-3.2021e-06,2.61467e-05,-0.00126312,0.0234824,0.999723,world,
1.73244e+09,5.56633e+08,-0.378032,-0.397139,1.11028e-06,2.83686e-05,-0.00128349,0.0234311,0.999725,world,
1.73244e+09,6.56253e+08,-0.379285,-0.397163,-3.51298e-06,2.24505e-05,-0.00121051,0.0234123,0.999725,world,
1.73244e+09,7.57417e+08,-0.386131,-0.397295,-3.63859e-06,1.9004e-05,-0.0012249,0.0233672,0.999726,world,
1.73244e+09,8.56639e+08,-0.391495,-0.397397,1.56161e-06,2.76683e-05,-0.00124738,0.0233298,0.999727,world,
1.73244e+09,9.57458e+08,-0.393665,-0.397439,-3.18023e-06,3.885e-05,-0.00128564,0.0233286,0.999727,world,
1.73244e+09,5.67235e+07,-0.398275,-0.397461,1.98316e-06,2.81639e-05,-0.00125776,0.0233439,0.999727,world,
1.73244e+09,1.56411e+08,-0.398954,-0.397406,2.16066e-06,2.77569e-05,-0.00124195,0.0234045,0.999725,world,
1.73244e+09,2.57014e+08,-0.398499,-0.397288,-2.78873e-06,3.10615e-05,-0.00127036,0.0235091,0.999723,world,
1.73244e+09,3.56387e+08,-0.394497,-0.396942,1.83805e-06,2.99573e-05,-0.00128597,0.0234777,0.999724,world,
1.73244e+09,4.57291e+08,-0.393968,-0.396905,2.21018e-06,2.8115e-05,-0.00123979,0.0233438,0.999727,world,
1.73244e+09,5.57524e+08,-0.386897,-0.396434,1.99707e-06,2.03417e-05,-0.00122328,0.0176341,0.999844,world,
1.73244e+09,6.56275e+08,-0.381913,-0.396159,-3.50672e-06,1.51864e-05,-0.00122706,0.0128199,0.999917,world,
1.73244e+09,7.5731e+08,-0.378895,-0.396013,-3.65916e-06,8.23923e-06,-0.0012556,0.0098906,0.99995,world,
1.73244e+09,8.56665e+08,-0.371119,-0.395724,1.91008e-06,1.59806e-06,-0.00123917,0.00236805,0.999996,world,
1.73244e+09,9.57275e+08,-0.370773,-0.395716,-2.68025e-06,2.22333e-06,-0.00121333,0.00203594,0.999997,world,
1.73244e+09,5.67371e+07,-0.363568,-0.395552,-2.85871e-06,-6.04041e-06,-0.00127397,-0.00495881,0.999987,world,
1.73244e+09,1.56362e+08,-0.35776,-0.395499,-3.44604e-06,-1.88165e-05,-0.00128365,-0.0105797,0.999943,world,
1.73244e+09,2.56767e+08,-0.355905,-0.395498,-3.38033e-06,-2.15812e-05,-0.00123287,-0.0123659,0.999923,world,
1.73244e+09,3.57368e+08,-0.348237,-0.395553,-2.96533e-06,-2.29717e-05,-0.00119113,-0.0197882,0.999803,world,
1.73244e+09,4.56726e+08,-0.345334,-0.395604,2.09097e-06,-2.87093e-05,-0.00121604,-0.0225872,0.999744,world,
1.73244e+09,5.56723e+08,-0.340688,-0.395719,1.94142e-06,-3.36588e-05,-0.0011961,-0.0270901,0.999632,world,
1.73244e+09,6.56395e+08,-0.333024,-0.395999,1.93314e-06,-4.38183e-05,-0.00123265,-0.0345089,0.999404,world,
1.73244e+09,7.56764e+08,-0.331285,-0.396081,-3.5424e-06,-5.10136e-05,-0.00123695,-0.0361793,0.999345,world,
1.73244e+09,8.57373e+08,-0.32548,-0.396385,-3.11018e-06,-5.16093e-05,-0.00126041,-0.0418158,0.999125,world,
1.73244e+09,9.56821e+08,-0.318988,-0.396809,-2.72409e-06,-5.77426e-05,-0.00127424,-0.048097,0.998842,world,
1.73244e+09,5.7467e+07,-0.317371,-0.396933,-2.29261e-06,-6.30445e-05,-0.00120771,-0.0496361,0.998767,world,
1.73244e+09,1.57403e+08,-0.308916,-0.397631,1.8584e-06,-7.16451e-05,-0.00121478,-0.0578385,0.998325,world,
1.73244e+09,2.56674e+08,-0.305562,-0.397948,-2.55103e-06,-7.40376e-05,-0.00125076,-0.0610849,0.998132,world,
1.73244e+09,3.56917e+08,-0.301166,-0.398394,-3.00005e-06,-8.73461e-05,-0.00129022,-0.0653544,0.997861,world,
1.73244e+09,4.57175e+08,-0.292746,-0.399367,1.99408e-06,-9.15218e-05,-0.0012245,-0.0734955,0.997295,world,
1.73244e+09,5.56325e+08,-0.291245,-0.399551,-2.61909e-06,-9.17522e-05,-0.00123314,-0.0749689,0.997185,world,
1.73244e+09,6.57345e+08,-0.285142,-0.40036,1.94219e-06,-9.71155e-05,-0.00118136,-0.0808893,0.996722,world,
1.73244e+09,7.56268e+08,-0.278928,-0.401253,1.58473e-06,-0.000111311,-0.00125828,-0.0869353,0.996213,world,
1.73244e+09,8.5729e+08,-0.277553,-0.401467,2.11488e-06,-0.000107237,-0.00119651,-0.088265,0.996096,world,
1.73244e+09,9.56509e+08,-0.26975,-0.402722,1.99901e-06,-0.000116949,-0.00120131,-0.095877,0.995392,world,
1.73244e+09,5.6129e+07,-0.265167,-0.403515,1.85046e-06,-0.000124924,-0.00122585,-0.100363,0.99495,world,
1.73244e+09,1.57242e+08,-0.26208,-0.404076,-2.44363e-06,-0.000127799,-0.00125962,-0.103372,0.994642,world,
1.73244e+09,2.56187e+08,-0.254434,-0.405547,1.94084e-06,-0.00013982,-0.00124216,-0.110848,0.993837,world,
1.73244e+09,3.5683e+08,-0.252383,-0.405963,1.96364e-06,-0.000139781,-0.00121975,-0.112859,0.99361,world,
1.73244e+09,4.56496e+08,-0.246914,-0.407104,1.07246e-06,-0.000152606,-0.00127486,-0.118258,0.992982,world,
1.73244e+09,5.56302e+08,-0.239766,-0.408698,-2.86074e-06,-0.000152962,-0.001239,-0.125282,0.99212,world,
1.73244e+09,6.56262e+08,-0.238863,-0.40891,-3.72423e-06,-0.00015668,-0.0012423,-0.12615,0.99201,world,
1.73244e+09,7.56845e+08,-0.231851,-0.410588,-3.10631e-06,-0.000172829,-0.00125588,-0.133072,0.991106,world,
1.73244e+09,8.56856e+08,-0.226675,-0.411905,-2.5147e-06,-0.000166948,-0.00119906,-0.138134,0.990413,world,
1.73244e+09,9.56921e+08,-0.224307,-0.412516,1.83326e-06,-0.000170383,-0.00119158,-0.1405,0.99008,world,
1.73244e+09,5.71211e+07,-0.21668,-0.41459,1.89482e-06,-0.000177959,-0.00118043,-0.148028,0.988982,world,
1.73244e+09,1.56384e+08,-0.214557,-0.415191,-3.12573e-06,-0.000185514,-0.00121044,-0.150107,0.988669,world,
1.73244e+09,2.56963e+08,-0.209195,-0.416743,-3.10168e-06,-0.000192101,-0.00120387,-0.155446,0.987844,world,
1.73244e+09,3.56208e+08,-0.20263,-0.418728,1.88622e-06,-0.000205436,-0.00124362,-0.161994,0.986791,world,
1.73244e+09,4.56308e+08,-0.201192,-0.419176,-2.70418e-06,-0.000200307,-0.00119104,-0.163419,0.986556,world,
1.73244e+09,5.56636e+08,-0.193555,-0.421615,1.82737e-06,-0.00020968,-0.00119966,-0.171121,0.985249,world,
1.73244e+09,6.56354e+08,-0.188923,-0.423155,1.04286e-06,-0.000227979,-0.00126307,-0.175825,0.984421,world,
1.73244e+09,7.57191e+08,-0.186283,-0.424053,1.75468e-06,-0.000222814,-0.00122075,-0.178516,0.983936,world,
1.73244e+09,8.56907e+08,-0.178729,-0.426703,-3.63241e-06,-0.000234469,-0.00122939,-0.186272,0.982497,world,
1.73244e+09,9.56067e+08,-0.177421,-0.427174,-3.39692e-06,-0.000225162,-0.00117288,-0.18762,0.982241,world,
1.73244e+09,5.67241e+07,-0.171324,-0.429431,-3.82217e-06,-0.000250826,-0.00122706,-0.193906,0.981019,world,
1.73244e+09,1.56421e+08,-0.165691,-0.431594,-3.81964e-06,-0.000253786,-0.00120923,-0.19974,0.979848,world,
1.73244e+09,2.56729e+08,-0.164284,-0.432149,1.30487e-06,-0.000260362,-0.00125758,-0.201193,0.979551,world,
1.73244e+09,3.56551e+08,-0.157075,-0.435056,-3.06844e-06,-0.000260143,-0.00120854,-0.208696,0.97798,world,
1.73244e+09,4.56269e+08,-0.153328,-0.436617,1.5024e-06,-0.000259361,-0.0011852,-0.212605,0.977137,world,
1.73244e+09,5.56966e+08,-0.149912,-0.438074,1.4864e-06,-0.000266092,-0.00119482,-0.216174,0.976354,world,
1.73244e+09,6.56842e+08,-0.142689,-0.441252,1.58845e-06,-0.000278531,-0.00120703,-0.223745,0.974647,world,
1.73244e+09,7.56814e+08,-0.140784,-0.442111,1.43444e-06,-0.000281349,-0.00120745,-0.225744,0.974186,world,
1.73244e+09,8.57426e+08,-0.135824,-0.444399,-2.92542e-06,-0.000287707,-0.00122449,-0.230959,0.972963,world,
1.73244e+09,9.56122e+08,-0.129326,-0.447492,-3.67793e-06,-0.000316001,-0.00123947,-0.237825,0.971307,world,
1.73244e+09,5.66261e+07,-0.128075,-0.4481,-3.91585e-06,-0.000315198,-0.00121973,-0.239152,0.970981,world,
1.73244e+09,1.569e+08,-0.122149,-0.45104,1.60976e-06,-0.000305446,-0.00120061,-0.245458,0.969406,world,
1.73244e+09,2.56469e+08,-0.116776,-0.45379,1.64233e-06,-0.000297904,-0.00114281,-0.251194,0.967936,world,
1.73244e+09,3.57295e+08,-0.115434,-0.454491,-3.12668e-06,-0.000303424,-0.00117379,-0.252628,0.967563,world,
1.73244e+09,4.57002e+08,-0.108471,-0.458204,-3.30403e-06,-0.000335922,-0.00123738,-0.260108,0.965579,world,
1.73244e+09,5.56493e+08,-0.105422,-0.459872,-3.7162e-06,-0.00033127,-0.00120845,-0.263399,0.964686,world,
1.73244e+09,6.57374e+08,-0.101676,-0.46196,1.58183e-06,-0.000325954,-0.00116892,-0.267456,0.963569,world,
1.73244e+09,7.56884e+08,-0.0949278,-0.46583,-3.43071e-06,-0.000343397,-0.00118163,-0.27479,0.961504,world,
1.73244e+09,8.56687e+08,-0.0934272,-0.466709,1.57798e-06,-0.000344896,-0.00119354,-0.276429,0.961033,world,
1.73244e+09,9.56517e+08,-0.0882388,-0.469804,1.77785e-06,-0.000361781,-0.00122568,-0.282107,0.959382,world,
1.73244e+09,5.67873e+07,-0.083493,-0.472705,1.67668e-06,-0.000342411,-0.00113676,-0.287331,0.957831,world,
1.73244e+09,1.56879e+08,-0.0817138,-0.473814,1.42555e-06,-0.000373459,-0.00122911,-0.289296,0.957239,world,
